Date,Consolidated,Description,Catgory 1,Category 2,Category 3,Debit,Credit,Balance,DR/CR
21/8/2021,Cookie /Expense/Leisure & Lifestyle/Pubs & Bars,Cookie ,Expense,Leisure & Lifestyle,Pubs & Bars,67,0,610,DR
22/8/2021,Vodafone Prepaid /Expense/Personal/Mobile Phone,Vodafone Prepaid ,Expense,Personal,Mobile Phone,26,0,584,DR
22/8/2021,"Binge /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Binge ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",31,0,553,DR
22/8/2021,Childcare Payments /Expense/Personal/Children & Family,Childcare Payments ,Expense,Personal,Children & Family,34,0,519,DR
23/8/2021,"Autobarn /Expense/Transport/Car Insurance, Rego & Maintenance",Autobarn ,Expense,Transport,"Car Insurance, Rego & Maintenance",18,0,501,DR
24/8/2021,"Disney+ /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Disney+ ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",51,0,450,DR
24/8/2021,Telstra /Expense/Personal/Mobile Phone,Telstra ,Expense,Personal,Mobile Phone,23,0,427,DR
24/8/2021, BSA Ltd /Expense/Household/Maintenance & Improvements, BSA Ltd ,Expense,Household,Maintenance & Improvements,12,0,415,DR
27/8/2021,Payday Advance /Income/Income/Other Income,Payday Advance ,Income,Income,Other Income,7,0,408,DR
27/8/2021,Muffin Break /Expense/Leisure & Lifestyle/Restaurants & Cafes,Muffin Break ,Expense,Leisure & Lifestyle,Restaurants & Cafes,33,0,375,DR
28/8/2021,Sea Kayak Tours /Expense/Leisure & Lifestyle/Holidays & Travel,Sea Kayak Tours ,Expense,Leisure & Lifestyle,Holidays & Travel,24,0,351,DR
28/8/2021,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,22,0,329,DR
28/8/2021,ATO Tax Refund /Income/Income/Other Income,ATO Tax Refund ,Income,Income,Other Income,27,0,302,DR
28/8/2021,Hungry Jack’s /Expense/Leisure & Lifestyle/Takeaway,Hungry Jack’s ,Expense,Leisure & Lifestyle,Takeaway,18,0,284,DR
1/9/2021,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6284,CR
4/9/2021,Salary Deposit from Woolworths Group /Income/Income/Wages,Salary Deposit from Woolworths Group ,Income,Income,Wages,475,0,5809,DR
4/9/2021,"Apple Music /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Apple Music ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",255,0,5554,DR
5/9/2021,JB HiFi/Expense/Leisure & Lifestyle/Electronics,JB HiFi,Expense,Leisure & Lifestyle,Electronics,391,0,5163,DR
7/9/2021, BSA Ltd /Expense/Household/Maintenance & Improvements, BSA Ltd ,Expense,Household,Maintenance & Improvements,24,0,5139,DR
9/9/2021,Greencross Vets /Expense/Household/Pets,Greencross Vets ,Expense,Household,Pets,5,0,5134,DR
10/9/2021,Event Cinemas /Expense/Leisure & Lifestyle/Entertainment,Event Cinemas ,Expense,Leisure & Lifestyle,Entertainment,302,0,4832,DR
10/9/2021,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,433,0,4399,DR
11/9/2021,Ice Cream Parlour /Expense/Leisure & Lifestyle/Takeaway,Ice Cream Parlour ,Expense,Leisure & Lifestyle,Takeaway,129,0,4270,DR
11/9/2021,Fernwood Fitness /Expense/Personal/Fitness & Wellbeing,Fernwood Fitness ,Expense,Personal,Fitness & Wellbeing,314,0,3956,DR
12/9/2021,F45 Training /Expense/Personal/Fitness & Wellbeing,F45 Training ,Expense,Personal,Fitness & Wellbeing,167,0,3789,DR
12/9/2021,Rip Curl /Expense/Personal/Clothing & Accessories,Rip Curl ,Expense,Personal,Clothing & Accessories,311,0,3478,DR
14/9/2021,Shell V Power/Expense/Transport/Fuel,Shell V Power,Expense,Transport,Fuel,40,0,3438,DR
15/9/2021,Queensland Urban Utilities /Expense/Household/Utilities,Queensland Urban Utilities ,Expense,Household,Utilities,17,0,3421,DR
15/9/2021,Coles /Expense/Household/Groceries,Coles ,Expense,Household,Groceries,5,0,3416,DR
15/9/2021,Airbnb Host Income /Income/Income/Other Income,Airbnb Host Income ,Income,Income,Other Income,319,0,3097,DR
21/9/2021,Snap Fitness /Expense/Personal/Fitness & Wellbeing,Snap Fitness ,Expense,Personal,Fitness & Wellbeing,96,0,3001,DR
23/9/2021,Zarraffa's Coffee /Expense/Leisure & Lifestyle/Restaurants & Cafes,Zarraffa's Coffee ,Expense,Leisure & Lifestyle,Restaurants & Cafes,176,0,2825,DR
24/9/2021,Beachside Caravan Park /Expense/Leisure & Lifestyle/Holidays & Travel,Beachside Caravan Park ,Expense,Leisure & Lifestyle,Holidays & Travel,252,0,2573,DR
24/9/2021,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,253,0,2320,DR
25/9/2021,Tabcorp /Expense/Leisure & Lifestyle/Lottery & Gambling,Tabcorp ,Expense,Leisure & Lifestyle,Lottery & Gambling,114,0,2206,DR
25/9/2021,Billabong /Expense/Personal/Clothing & Accessories,Billabong ,Expense,Personal,Clothing & Accessories,196,0,2010,DR
25/9/2021,"Adairs /Expense/Household/Furniture, Electronics & Homewares",Adairs ,Expense,Household,"Furniture, Electronics & Homewares",151,0,1859,DR
25/9/2021,Officeworks /Expense/Personal/Life Admin,Officeworks ,Expense,Personal,Life Admin,86,0,1773,DR
28/9/2021,Origin Energy /Expense/Household/Utilities,Origin Energy ,Expense,Household,Utilities,75,0,1698,DR
1/10/2021,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7698,CR
2/10/2021,Decathlon /Expense/Personal/Fitness & Wellbeing,Decathlon ,Expense,Personal,Fitness & Wellbeing,377,0,7321,DR
3/10/2021,Ballet Schools /Expense/Personal/Fitness & Wellbeing,Ballet Schools ,Expense,Personal,Fitness & Wellbeing,241,0,7080,DR
5/10/2021,Westpac Dividend Deposit /Income/Income/Investments,Westpac Dividend Deposit ,Income,Income,Investments,103,0,6977,DR
7/10/2021,Sylvan Learning /Expense/Personal/Education,Sylvan Learning ,Expense,Personal,Education,139,0,6838,DR
7/10/2021, National Bank /Expense/Personal/Fees & Charges, National Bank ,Expense,Personal,Fees & Charges,116,0,6722,DR
7/10/2021,Ladbrokes /Expense/Leisure & Lifestyle/Lottery & Gambling,Ladbrokes ,Expense,Leisure & Lifestyle,Lottery & Gambling,113,0,6609,DR
7/10/2021,Surf Dive 'n Ski /Expense/Personal/Clothing & Accessories,Surf Dive 'n Ski ,Expense,Personal,Clothing & Accessories,189,0,6420,DR
8/10/2021,Anytime Fitness /Expense/Personal/Fitness & Wellbeing,Anytime Fitness ,Expense,Personal,Fitness & Wellbeing,428,0,5992,DR
8/10/2021,Camp Australia /Expense/Leisure & Lifestyle/Hobbies,Camp Australia ,Expense,Leisure & Lifestyle,Hobbies,177,0,5815,DR
8/10/2021,"VicRoads /Expense/Transport/Car Insurance, Rego & Maintenance",VicRoads ,Expense,Transport,"Car Insurance, Rego & Maintenance",439,0,5376,DR
9/10/2021,Chiropractor /Expense/Personal/Health & Medical,Chiropractor ,Expense,Personal,Health & Medical,489,0,4887,DR
10/10/2021, Ray White Real Estate /Expense/Personal/Life Admin, Ray White Real Estate ,Expense,Personal,Life Admin,450,0,4437,DR
10/10/2021,The Ivy /Expense/Leisure & Lifestyle/Pubs & Bars,The Ivy ,Expense,Leisure & Lifestyle,Pubs & Bars,121,0,4316,DR
11/10/2021,Hungry Jack’s /Expense/Leisure & Lifestyle/Takeaway,Hungry Jack’s ,Expense,Leisure & Lifestyle,Takeaway,230,0,4086,DR
11/10/2021,Sea Life Aquarium /Expense/Leisure & Lifestyle/Entertainment,Sea Life Aquarium ,Expense,Leisure & Lifestyle,Entertainment,7,0,4079,DR
12/10/2021,TerryWhite Chemmart /Expense/Personal/Health & Medical,TerryWhite Chemmart ,Expense,Personal,Health & Medical,108,0,3971,DR
12/10/2021,QBE Insurance Claim Payout /Income/Income/Other Income,QBE Insurance Claim Payout ,Income,Income,Other Income,390,0,3581,DR
15/10/2021, NRMA Insurance /Expense/Household/Rates & Insurance, NRMA Insurance ,Expense,Household,Rates & Insurance,283,0,3298,DR
16/10/2021,Dan Murphy’s /Expense/Leisure & Lifestyle/Alcohol,Dan Murphy’s ,Expense,Leisure & Lifestyle,Alcohol,14,0,3284,DR
17/10/2021,Palace Cinemas /Expense/Leisure & Lifestyle/Entertainment,Palace Cinemas ,Expense,Leisure & Lifestyle,Entertainment,118,0,3166,DR
19/10/2021,"Kmart Tyre & Auto Service /Expense/Transport/Car Insurance, Rego & Maintenance",Kmart Tyre & Auto Service ,Expense,Transport,"Car Insurance, Rego & Maintenance",87,0,3079,DR
19/10/2021,AMF Bowling /Expense/Leisure & Lifestyle/Entertainment,AMF Bowling ,Expense,Leisure & Lifestyle,Entertainment,194,0,2885,DR
19/10/2021,"Foxtel /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Foxtel ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",44,0,2841,DR
19/10/2021, National Bank /Expense/Personal/Fees & Charges, National Bank ,Expense,Personal,Fees & Charges,92,0,2749,DR
19/10/2021,"Binge /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Binge ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",249,0,2500,DR
19/10/2021,Payday Advance /Income/Income/Other Income,Payday Advance ,Income,Income,Other Income,123,0,2377,DR
21/10/2021,Rebel Sport /Expense/Personal/Fitness & Wellbeing,Rebel Sport ,Expense,Personal,Fitness & Wellbeing,29,0,2348,DR
22/10/2021,Village Cinemas /Expense/Leisure & Lifestyle/Entertainment,Village Cinemas ,Expense,Leisure & Lifestyle,Entertainment,230,0,2118,DR
22/10/2021,The Victory Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,The Victory Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,177,0,1941,DR
22/10/2021,Eau De Vie /Expense/Leisure & Lifestyle/Pubs & Bars,Eau De Vie ,Expense,Leisure & Lifestyle,Pubs & Bars,106,0,1835,DR
23/10/2021,Decathlon /Expense/Personal/Fitness & Wellbeing,Decathlon ,Expense,Personal,Fitness & Wellbeing,125,0,1710,DR
23/10/2021,Surf Dive 'n Ski /Expense/Personal/Clothing & Accessories,Surf Dive 'n Ski ,Expense,Personal,Clothing & Accessories,159,0,1551,DR
25/10/2021,Target /Expense/Personal/Clothing & Accessories,Target ,Expense,Personal,Clothing & Accessories,59,0,1492,DR
28/10/2021,The Victory Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,The Victory Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,47,0,1445,DR
28/10/2021,"Adairs /Expense/Household/Furniture, Electronics & Homewares",Adairs ,Expense,Household,"Furniture, Electronics & Homewares",66,0,1379,DR
28/10/2021,"Autobarn /Expense/Transport/Car Insurance, Rego & Maintenance",Autobarn ,Expense,Transport,"Car Insurance, Rego & Maintenance",32,0,1347,DR
1/11/2021,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,7347,CR
2/11/2021,IKEA /Expense/Household/Maintenance & Improvements,IKEA ,Expense,Household,Maintenance & Improvements,456,0,6891,DR
2/11/2021,"Supercheap Auto /Expense/Transport/Car Insurance, Rego & Maintenance",Supercheap Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",88,0,6803,DR
3/11/2021,"Supercheap Auto /Expense/Transport/Car Insurance, Rego & Maintenance",Supercheap Auto ,Expense,Transport,"Car Insurance, Rego & Maintenance",310,0,6493,DR
4/11/2021,"Foxtel /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Foxtel ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",30,0,6463,DR
4/11/2021,QBE Insurance Claim Payout /Income/Income/Other Income,QBE Insurance Claim Payout ,Income,Income,Other Income,383,0,6080,DR
4/11/2021,Mathnasium /Expense/Personal/Education,Mathnasium ,Expense,Personal,Education,46,0,6034,DR
6/11/2021,Snap Fitness /Expense/Personal/Fitness & Wellbeing,Snap Fitness ,Expense,Personal,Fitness & Wellbeing,480,0,5554,DR
6/11/2021,BWS /Expense/Leisure & Lifestyle/Alcohol,BWS ,Expense,Leisure & Lifestyle,Alcohol,309,0,5245,DR
6/11/2021,Ladbrokes /Expense/Leisure & Lifestyle/Lottery & Gambling,Ladbrokes ,Expense,Leisure & Lifestyle,Lottery & Gambling,164,0,5081,DR
7/11/2021,Hobart Brewing Company /Expense/Leisure & Lifestyle/Pubs & Bars,Hobart Brewing Company ,Expense,Leisure & Lifestyle,Pubs & Bars,34,0,5047,DR
7/11/2021,"Foxtel /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Foxtel ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",278,0,4769,DR
8/11/2021,EnergyAustralia /Expense/Household/Utilities,EnergyAustralia ,Expense,Household,Utilities,340,0,4429,DR
8/11/2021,"Barbeques Galore /Expense/Household/Furniture, Electronics & Homewares",Barbeques Galore ,Expense,Household,"Furniture, Electronics & Homewares",419,0,4010,DR
8/11/2021,Tabcorp /Expense/Leisure & Lifestyle/Lottery & Gambling,Tabcorp ,Expense,Leisure & Lifestyle,Lottery & Gambling,205,0,3805,DR
8/11/2021,Café Nero /Expense/Leisure & Lifestyle/Restaurants & Cafes,Café Nero ,Expense,Leisure & Lifestyle,Restaurants & Cafes,195,0,3610,DR
9/11/2021,Telstra /Expense/Personal/Mobile Phone,Telstra ,Expense,Personal,Mobile Phone,253,0,3357,DR
10/11/2021,G8 Education /Expense/Personal/Children & Family,G8 Education ,Expense,Personal,Children & Family,159,0,3198,DR
11/11/2021,Origin Energy /Expense/Household/Utilities,Origin Energy ,Expense,Household,Utilities,264,0,2934,DR
11/11/2021,Harris Farm Markets /Expense/Household/Groceries,Harris Farm Markets ,Expense,Household,Groceries,19,0,2915,DR
11/11/2021,"Le Creuset /Expense/Household/Furniture, Electronics & Homewares",Le Creuset ,Expense,Household,"Furniture, Electronics & Homewares",199,0,2716,DR
11/11/2021,David Jones /Expense/Personal/Clothing & Accessories,David Jones ,Expense,Personal,Clothing & Accessories,216,0,2500,DR
11/11/2021,Optus /Expense/Personal/Mobile Phone,Optus ,Expense,Personal,Mobile Phone,111,0,2389,DR
13/11/2021,Origin Energy /Expense/Household/Utilities,Origin Energy ,Expense,Household,Utilities,42,0,2347,DR
13/11/2021,Taronga Zoo /Expense/Leisure & Lifestyle/Entertainment,Taronga Zoo ,Expense,Leisure & Lifestyle,Entertainment,218,0,2129,DR
13/11/2021, National Bank /Expense/Personal/Fees & Charges, National Bank ,Expense,Personal,Fees & Charges,154,0,1975,DR
13/11/2021,YMCA /Expense/Personal/Fitness & Wellbeing,YMCA ,Expense,Personal,Fitness & Wellbeing,193,0,1782,DR
13/11/2021,Hobart Brewing Company /Expense/Leisure & Lifestyle/Pubs & Bars,Hobart Brewing Company ,Expense,Leisure & Lifestyle,Pubs & Bars,73,0,1709,DR
14/11/2021,Domino’s Pizza /Expense/Leisure & Lifestyle/Takeaway,Domino’s Pizza ,Expense,Leisure & Lifestyle,Takeaway,20,0,1689,DR
14/11/2021,"Binge /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Binge ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",53,0,1636,DR
15/11/2021,Timezone /Expense/Leisure & Lifestyle/Entertainment,Timezone ,Expense,Leisure & Lifestyle,Entertainment,156,0,1480,DR
16/11/2021,Endota Spa /Expense/Personal/Fitness & Wellbeing,Endota Spa ,Expense,Personal,Fitness & Wellbeing,95,0,1385,DR
17/11/2021,Lorna Jane /Expense/Personal/Clothing & Accessories,Lorna Jane ,Expense,Personal,Clothing & Accessories,54,0,1331,DR
18/11/2021,Tennis Australia /Expense/Personal/Fitness & Wellbeing,Tennis Australia ,Expense,Personal,Fitness & Wellbeing,44,0,1287,DR
18/11/2021, Jim's Mowing /Expense/Household/Maintenance & Improvements, Jim's Mowing ,Expense,Household,Maintenance & Improvements,119,0,1168,DR
19/11/2021," The Good Guys /Expense/Household/Furniture, Electronics & Homewares", The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",53,0,1115,DR
19/11/2021,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,5,0,1110,DR
19/11/2021,"Bridgestone Select /Expense/Transport/Car Insurance, Rego & Maintenance",Bridgestone Select ,Expense,Transport,"Car Insurance, Rego & Maintenance",29,0,1081,DR
20/11/2021,"Budget Direct Car Insurance /Expense/Transport/Car Insurance, Rego & Maintenance",Budget Direct Car Insurance ,Expense,Transport,"Car Insurance, Rego & Maintenance",32,0,1049,DR
20/11/2021," The Good Guys /Expense/Household/Furniture, Electronics & Homewares", The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",62,0,987,DR
20/11/2021,"Autobarn /Expense/Transport/Car Insurance, Rego & Maintenance",Autobarn ,Expense,Transport,"Car Insurance, Rego & Maintenance",46,0,941,DR
21/11/2021,Big W /Expense/Personal/Children & Family,Big W ,Expense,Personal,Children & Family,53,0,888,DR
22/11/2021,"Ultra Tune /Expense/Transport/Car Insurance, Rego & Maintenance",Ultra Tune ,Expense,Transport,"Car Insurance, Rego & Maintenance",76,0,812,DR
23/11/2021,Country Road /Expense/Personal/Clothing & Accessories,Country Road ,Expense,Personal,Clothing & Accessories,37,0,775,DR
24/11/2021,Rip Curl /Expense/Personal/Clothing & Accessories,Rip Curl ,Expense,Personal,Clothing & Accessories,77,0,698,DR
25/11/2021,Pizza Hut /Expense/Leisure & Lifestyle/Takeaway,Pizza Hut ,Expense,Leisure & Lifestyle,Takeaway,31,0,667,DR
25/11/2021,Sea Kayak Tours /Expense/Leisure & Lifestyle/Holidays & Travel,Sea Kayak Tours ,Expense,Leisure & Lifestyle,Holidays & Travel,52,0,615,DR
25/11/2021,CommSec Share Trading Gains /Income/Income/Investments,CommSec Share Trading Gains ,Income,Income,Investments,35,0,580,DR
26/11/2021,The Australian /Expense/Personal/Education,The Australian ,Expense,Personal,Education,59,0,521,DR
26/11/2021,Spotlight /Expense/Leisure & Lifestyle/Hobbies,Spotlight ,Expense,Leisure & Lifestyle,Hobbies,24,0,497,DR
26/11/2021,ABC Reading Eggs /Expense/Personal/Education,ABC Reading Eggs ,Expense,Personal,Education,20,0,477,DR
26/11/2021,Adobe Creative Cloud /Expense/Leisure & Lifestyle/Hobbies,Adobe Creative Cloud ,Expense,Leisure & Lifestyle,Hobbies,22,0,455,DR
27/11/2021,Coles /Expense/Household/Groceries,Coles ,Expense,Household,Groceries,17,0,438,DR
27/11/2021,Rebel Sport /Expense/Personal/Fitness & Wellbeing,Rebel Sport ,Expense,Personal,Fitness & Wellbeing,33,0,405,DR
28/11/2021,Sydney Water /Expense/Household/Utilities,Sydney Water ,Expense,Household,Utilities,32,0,373,DR
1/12/2021,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6373,CR
2/12/2021,Myer /Expense/Personal/Clothing & Accessories,Myer ,Expense,Personal,Clothing & Accessories,596,0,5777,DR
2/12/2021,Big W /Expense/Personal/Children & Family,Big W ,Expense,Personal,Children & Family,411,0,5366,DR
2/12/2021,"Kayo Sports /Expense/Leisure & Lifestyle/Tv, Music & Streaming",Kayo Sports ,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",192,0,5174,DR
2/12/2021,Cookie /Expense/Leisure & Lifestyle/Pubs & Bars,Cookie ,Expense,Leisure & Lifestyle,Pubs & Bars,335,0,4839,DR
3/12/2021,Melbourne Central Lion Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Melbourne Central Lion Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,364,0,4475,DR
4/12/2021,G8 Education /Expense/Personal/Children & Family,G8 Education ,Expense,Personal,Children & Family,376,0,4099,DR
4/12/2021,"Autobarn /Expense/Transport/Car Insurance, Rego & Maintenance",Autobarn ,Expense,Transport,"Car Insurance, Rego & Maintenance",81,0,4018,DR
4/12/2021,Origin Energy /Expense/Household/Utilities,Origin Energy ,Expense,Household,Utilities,220,0,3798,DR
5/12/2021, Brisbane City Council /Expense/Household/Rates & Insurance, Brisbane City Council ,Expense,Household,Rates & Insurance,145,0,3653,DR
6/12/2021,Sunburn Swimwear /Expense/Personal/Clothing & Accessories,Sunburn Swimwear ,Expense,Personal,Clothing & Accessories,18,0,3635,DR
6/12/2021,Booktopia /Expense/Leisure & Lifestyle/Hobbies,Booktopia ,Expense,Leisure & Lifestyle,Hobbies,236,0,3399,DR
6/12/2021,Fernwood Fitness /Expense/Personal/Fitness & Wellbeing,Fernwood Fitness ,Expense,Personal,Fitness & Wellbeing,319,0,3080,DR
7/12/2021,"JAX Tyres /Expense/Transport/Car Insurance, Rego & Maintenance",JAX Tyres ,Expense,Transport,"Car Insurance, Rego & Maintenance",50,0,3030,DR
7/12/2021,EnergyAustralia /Expense/Household/Utilities,EnergyAustralia ,Expense,Household,Utilities,156,0,2874,DR
7/12/2021,Local Hospital /Expense/Personal/Health & Medical,Local Hospital ,Expense,Personal,Health & Medical,79,0,2795,DR
9/12/2021,Costco /Expense/Household/Groceries,Costco ,Expense,Household,Groceries,30,0,2765,DR
10/12/2021,ABC Reading Eggs /Expense/Personal/Education,ABC Reading Eggs ,Expense,Personal,Education,177,0,2588,DR
10/12/2021,The Espy /Expense/Leisure & Lifestyle/Pubs & Bars,The Espy ,Expense,Leisure & Lifestyle,Pubs & Bars,187,0,2401,DR
10/12/2021,Target /Expense/Personal/Clothing & Accessories,Target ,Expense,Personal,Clothing & Accessories,26,0,2375,DR
11/12/2021,Eau De Vie /Expense/Leisure & Lifestyle/Pubs & Bars,Eau De Vie ,Expense,Leisure & Lifestyle,Pubs & Bars,178,0,2197,DR
11/12/2021,Target /Expense/Personal/Clothing & Accessories,Target ,Expense,Personal,Clothing & Accessories,90,0,2107,DR
12/12/2021,Decathlon /Expense/Personal/Fitness & Wellbeing,Decathlon ,Expense,Personal,Fitness & Wellbeing,182,0,1925,DR
12/12/2021,South East Water /Expense/Household/Utilities,South East Water ,Expense,Household,Utilities,126,0,1799,DR
13/12/2021,The Athlete's Foot /Expense/Personal/Clothing & Accessories,The Athlete's Foot ,Expense,Personal,Clothing & Accessories,33,0,1766,DR
13/12/2021,Muffin Break /Expense/Leisure & Lifestyle/Restaurants & Cafes,Muffin Break ,Expense,Leisure & Lifestyle,Restaurants & Cafes,145,0,1621,DR
15/12/2021,Costco /Expense/Household/Groceries,Costco ,Expense,Household,Groceries,132,0,1489,DR
15/12/2021,Freedom Furniture /Expense/Household/Maintenance & Improvements,Freedom Furniture ,Expense,Household,Maintenance & Improvements,52,0,1437,DR
17/12/2021,Specsavers /Expense/Personal/Health & Medical,Specsavers ,Expense,Personal,Health & Medical,57,0,1380,DR
18/12/2021,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,51,0,1329,DR
18/12/2021,Sea Kayak Tours /Expense/Leisure & Lifestyle/Holidays & Travel,Sea Kayak Tours ,Expense,Leisure & Lifestyle,Holidays & Travel,79,0,1250,DR
18/12/2021,Jetts Fitness /Expense/Personal/Fitness & Wellbeing,Jetts Fitness ,Expense,Personal,Fitness & Wellbeing,35,0,1215,DR
18/12/2021,Muffin Break /Expense/Leisure & Lifestyle/Restaurants & Cafes,Muffin Break ,Expense,Leisure & Lifestyle,Restaurants & Cafes,26,0,1189,DR
18/12/2021,"The Good Guys /Expense/Household/Furniture, Electronics & Homewares",The Good Guys ,Expense,Household,"Furniture, Electronics & Homewares",80,0,1109,DR
19/12/2021,Music Academy /Expense/Leisure & Lifestyle/Hobbies,Music Academy ,Expense,Leisure & Lifestyle,Hobbies,78,0,1031,DR
19/12/2021,"Ultra Tune /Expense/Transport/Car Insurance, Rego & Maintenance",Ultra Tune ,Expense,Transport,"Car Insurance, Rego & Maintenance",39,0,992,DR
19/12/2021,Booktopia /Expense/Leisure & Lifestyle/Hobbies,Booktopia ,Expense,Leisure & Lifestyle,Hobbies,74,0,918,DR
19/12/2021,Country Road /Expense/Personal/Clothing & Accessories,Country Road ,Expense,Personal,Clothing & Accessories,35,0,883,DR
19/12/2021,Soccer Clubs /Expense/Personal/Fitness & Wellbeing,Soccer Clubs ,Expense,Personal,Fitness & Wellbeing,16,0,867,DR
20/12/2021,Uber /Expense/Transport/Taxies & Share Cars,Uber ,Expense,Transport,Taxies & Share Cars,46,0,821,DR
20/12/2021,Quay Restaurant /Expense/Leisure & Lifestyle/Pubs & Bars,Quay Restaurant ,Expense,Leisure & Lifestyle,Pubs & Bars,72,0,749,DR
20/12/2021,Optus /Expense/Personal/Mobile Phone,Optus ,Expense,Personal,Mobile Phone,42,0,707,DR
22/12/2021,Beacon Lighting /Expense/Household/Maintenance & Improvements,Beacon Lighting ,Expense,Household,Maintenance & Improvements,6,0,701,DR
22/12/2021,Anytime Fitness /Expense/Personal/Fitness & Wellbeing,Anytime Fitness ,Expense,Personal,Fitness & Wellbeing,41,0,660,DR
23/12/2021,T2 Tea /Expense/Personal/Fitness & Wellbeing,T2 Tea ,Expense,Personal,Fitness & Wellbeing,26,0,634,DR
23/12/2021,Sunnybank Hotel /Expense/Leisure & Lifestyle/Pubs & Bars,Sunnybank Hotel ,Expense,Leisure & Lifestyle,Pubs & Bars,32,0,602,DR
23/12/2021,Woolworths /Expense/Household/Groceries,Woolworths ,Expense,Household,Groceries,16,0,586,DR
24/12/2021,City Beach /Expense/Personal/Clothing & Accessories,City Beach ,Expense,Personal,Clothing & Accessories,29,0,557,DR
25/12/2021,G8 Education /Expense/Personal/Children & Family,G8 Education ,Expense,Personal,Children & Family,12,0,545,DR
25/12/2021,Music Academy /Expense/Leisure & Lifestyle/Hobbies,Music Academy ,Expense,Leisure & Lifestyle,Hobbies,40,0,505,DR
25/12/2021,Beach Café /Expense/Leisure & Lifestyle/Restaurants & Cafes,Beach Café ,Expense,Leisure & Lifestyle,Restaurants & Cafes,11,0,494,DR
26/12/2021,JB HiFi/Expense/Leisure & Lifestyle/Electronics,JB HiFi,Expense,Leisure & Lifestyle,Electronics,10,0,484,DR
26/12/2021,Spotlight /Expense/Leisure & Lifestyle/Hobbies,Spotlight ,Expense,Leisure & Lifestyle,Hobbies,40,0,444,DR
27/12/2021,SEQTA /Expense/Personal/Education,SEQTA ,Expense,Personal,Education,34,0,410,DR
27/12/2021,Physiotherapy Clinic /Expense/Personal/Health & Medical,Physiotherapy Clinic ,Expense,Personal,Health & Medical,7,0,403,DR
28/12/2021,Physiotherapy Clinic /Expense/Personal/Health & Medical,Physiotherapy Clinic ,Expense,Personal,Health & Medical,8,0,395,DR
28/12/2021,Upwork Freelancer Payment /Income/Income/Other Income,Upwork Freelancer Payment ,Income,Income,Other Income,15,0,380,DR
1/1/2022,Monthly Income,Monthly Income,Income,Income,Wages,0,6000,6380,CR
2/1/2022,Chiropractor /Expense/Personal/Health & Medical,Chiropractor ,Expense,Personal,Health & Medical,8,0,6372,DR
4/1/2022,The Baxter Inn /Expense/Leisure & Lifestyle/Pubs & Bars,The Baxter Inn ,Expense,Leisure & Lifestyle,Pubs & Bars,306,0,6066,DR
4/1/2022,BWS /Expense/Leisure & Lifestyle/Alcohol,BWS ,Expense,Leisure & Lifestyle,Alcohol,557,0,5509,DR
4/1/2022,McDonald’s /Expense/Leisure & Lifestyle/Takeaway,McDonald’s ,Expense,Leisure & Lifestyle,Takeaway,321,0,5188,DR
5/1/2022,AustralianSuper Pension /Income/Income/Other Income,AustralianSuper Pension ,Income,Income,Other Income,25,0,5163,DR
