Transaction_ID,User_ID,Date,Description,Category 1,Category 2,Category 3,Debit,Credit,Balance,Type
1401,456,2023-09-13,Cocktail Bar,Expense,Leisure & Lifestyle,Pubs & Bars,145.86,0,97998.52,D
1409,456,2023-09-13,The Lott,Expense,Leisure & Lifestyle,Lottery & Gambling,390.88,0,97607.64,D
1398,456,2023-09-16,Cycling Apparel Store,Expense,Transport,Cycling,329.75,0,97277.89,D
1402,456,2023-09-16,Home Depot,Expense,Household,Maintenance & Improvements,205.25,0,97072.64,D
1410,456,2023-09-17,DiDi,Expense,Transport,Taxies & Share Cars,327.68,0,96744.96,D
1387,456,2023-09-18,Airbnb,Expense,Leisure & Lifestyle,Holidays & Travel,373.25,0,96371.71,D
1407,456,2023-09-19,DoorDash,Expense,Leisure & Lifestyle,Takeaway,121.59,0,96250.12,D
1391,456,2023-09-20,Apple App Store,Expense,Leisure & Lifestyle,"Apps, Games & Software",343.52,0,95906.6,D
1393,456,2023-09-20,Spotify,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",18.31,0,95888.29,D
1388,456,2023-09-24,Vodafone,Expense,Personal,Mobile Phone,38.65,0,95849.64,D
1403,456,2023-09-25,The Iconic,Expense,Personal,Clothing & Accessories,456.6,0,95393.04,D
1405,456,2023-09-26,Lawyer,Expense,Personal,Life Admin,442.31,0,94950.73,D
1408,456,2023-09-26,PayPal,Transfer,Transfer,Transfer,303.63,0,94647.1,D
1389,456,2023-09-28,Mortgage Lender,Expense,Household,Rent & Mortgage,338.04,0,94309.06,D
1390,456,2023-09-28,PetSmart,Expense,Household,Pets,419.13,0,93889.93,D
1404,456,2023-09-29,Steam,Expense,Leisure & Lifestyle,"Apps, Games & Software",237.74,0,93652.19,D
1411,456,2023-10-01,Salary,Income,Income,Wages,0,8000,101652.19,C
1431,456,2023-10-02,Adelaide Metro,Expense,Transport,Public Transport,106.98,0,101545.21,D
1414,456,2023-10-06,IGA,Expense,Household,Groceries,404.79,0,101140.42,D
1433,456,2023-10-06,Nail Salon,Expense,Personal,Hair & Beauty,441.33,0,100699.09,D
1419,456,2023-10-08,Qantas,Expense,Leisure & Lifestyle,Holidays & Travel,401.48,0,100297.61,D
1420,456,2023-10-09,Opal Card,Expense,Transport,Public Transport,286.64,0,100010.97,D
1428,456,2023-10-13,Booking.com,Expense,Leisure & Lifestyle,Holidays & Travel,409.68,0,99601.29,D
1430,456,2023-10-14,BWS,Expense,Leisure & Lifestyle,Alcohol,98.92,0,99502.37,D
1418,456,2023-10-15,H&M,Expense,Personal,Clothing & Accessories,152.0,0,99350.37,D
1416,456,2023-10-16,IGA,Expense,Household,Groceries,431.68,0,98918.69,D
1422,456,2023-10-17,PayPal,Transfer,Transfer,Transfer,366.23,0,98552.46,D
1413,456,2023-10-18,TransLink,Expense,Transport,Public Transport,402.85,0,98149.61,D
1415,456,2023-10-18,Linkt,Expense,Transport,Tolls,50.0,0,98099.61,D
1417,456,2023-10-18,Origin Energy,Expense,Household,Utilities,128.03,0,97971.58,D
1412,456,2023-10-19,Opal Card,Expense,Transport,Public Transport,57.18,0,97914.4,D
1421,456,2023-10-20,Accountant,Expense,Personal,Life Admin,45.29,0,97869.11,D
1427,456,2023-10-21,Costco,Expense,Household,Groceries,392.6,0,97476.51,D
1432,456,2023-10-21,RACV,Expense,Transport,"Car Insurance, Rego & Maintenance",129.87,0,97346.64,D
1423,456,2023-10-23,Dan Murphy's,Expense,Leisure & Lifestyle,Alcohol,226.61,0,97120.03,D
1424,456,2023-10-23,Toyota Finance,Expense,Transport,Car Repayments,400.87,0,96719.16,D
1425,456,2023-10-23,IKEA,Expense,Household,Maintenance & Improvements,283.59,0,96435.57,D
1429,456,2023-10-23,Petbarn,Expense,Household,Pets,372.02,0,96063.55,D
1426,456,2023-10-24,7-Eleven,Expense,Transport,Fuel,359.27,0,95704.28,D
1434,456,2023-11-01,Salary,Income,Income,Wages,0,8000,103704.28,C
1438,456,2023-11-03,Cigarettes,Expense,Leisure & Lifestyle,Tobacco & Vaping,272.29,0,103431.99,D
1443,456,2023-11-07,QBE,Expense,Household,Rates & Insurance,321.83,0,103110.16,D
1435,456,2023-11-10,Landlord,Expense,Household,Rent & Mortgage,460.33,0,102649.83,D
1437,456,2023-11-14,Optus,Expense,Household,Internet,498.01,0,102151.82,D
1445,456,2023-11-15,TAB,Expense,Leisure & Lifestyle,Lottery & Gambling,107.31,0,102044.51,D
1441,456,2023-11-17,Sydney Olympic Park,Expense,Transport,Parking,75.77,0,101968.74,D
1444,456,2023-11-23,Flight Centre,Expense,Leisure & Lifestyle,Holidays & Travel,195.77,0,101772.97,D
1436,456,2023-11-28,Aldi,Expense,Household,Groceries,347.71,0,101425.26,D
1440,456,2023-11-28,Music Store,Expense,Leisure & Lifestyle,Hobbies,15.62,0,101409.64,D
1439,456,2023-11-29,IGA,Expense,Household,Groceries,147.05,0,101262.59,D
1442,456,2023-11-29,NIB,Expense,Personal,Health & Medical,206.37,0,101056.22,D
1446,456,2023-12-01,Salary,Income,Income,Wages,0,8000,109056.22,C
1451,456,2023-12-03,Coles,Expense,Household,Groceries,70.27,0,108985.95,D
1448,456,2023-12-04,Vodafone,Expense,Household,Internet,127.04,0,108858.91,D
1462,456,2023-12-05,Sports Equipment Store,Expense,Leisure & Lifestyle,Hobbies,447.52,0,108411.39,D
1465,456,2023-12-07,University,Expense,Personal,Education,360.26,0,108051.13,D
1458,456,2023-12-09,Apple Music,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",239.19,0,107811.94,D
1452,456,2023-12-16,Bupa,Expense,Personal,Health & Medical,349.67,0,107462.27,D
1463,456,2023-12-17,Optus,Expense,Household,Internet,458.12,0,107004.15,D
1461,456,2023-12-19,Anytime Fitness,Expense,Personal,Fitness & Wellbeing,404.49,0,106599.66,D
1456,456,2023-12-20,First Choice Liquor,Expense,Leisure & Lifestyle,Alcohol,289.88,0,106309.78,D
1453,456,2023-12-21,Yoga Studio,Expense,Personal,Fitness & Wellbeing,61.7,0,106248.08,D
1449,456,2023-12-22,Origin Energy,Expense,Household,Utilities,87.55,0,106160.53,D
1459,456,2023-12-23,RACV,Expense,Transport,"Car Insurance, Rego & Maintenance",498.04,0,105662.49,D
1454,456,2023-12-24,Eventbrite,Expense,Leisure & Lifestyle,Events & Gigs,177.62,0,105484.87,D
1457,456,2023-12-24,QBE,Expense,Transport,"Car Insurance, Rego & Maintenance",393.76,0,105091.11,D
1460,456,2023-12-24,Cigars,Expense,Leisure & Lifestyle,Tobacco & Vaping,134.69,0,104956.42,D
1455,456,2023-12-26,Stan,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",491.75,0,104464.67,D
1450,456,2023-12-28,Accountant,Expense,Personal,Life Admin,132.47,0,104332.2,D
1447,456,2023-12-29,Charity Organization,Expense,Personal,Gifts & Donations,232.26,0,104099.94,D
1464,456,2023-12-29,Gym Membership,Expense,Personal,Fitness & Wellbeing,469.19,0,103630.75,D
1466,678,2021-01-01,Salary,Income,Income,Wages,0,8000,8000,C
1475,678,2021-01-03,Bupa,Expense,Personal,Health & Medical,69.5,0,7930.5,D
1470,678,2021-01-05,Linkt,Expense,Transport,Tolls,218.92,0,7711.58,D
1472,678,2021-01-05,IKEA,Expense,Household,Maintenance & Improvements,499.22,0,7212.36,D
1482,678,2021-01-05,YouTube Premium,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",317.0,0,6895.36,D
1478,678,2021-01-07,Online Course Provider,Expense,Personal,Education,477.2,0,6418.16,D
1467,678,2021-01-08,KFC,Expense,Leisure & Lifestyle,Restaurants & Cafes,202.9,0,6215.26,D
1486,678,2021-01-08,Bunnings Warehouse,Expense,Household,Maintenance & Improvements,221.08,0,5994.18,D
1481,678,2021-01-09,RACV,Expense,Household,Rates & Insurance,306.94,0,5687.24,D
1468,678,2021-01-10,Post Office,Expense,Personal,Life Admin,435.66,0,5251.58,D
1484,678,2021-01-10,Stock Purchase,Income,Income,Investments,707.35,0,4544.23,D
1487,678,2021-01-11,Tutoring Service,Expense,Personal,Education,80.6,0,4463.63,D
1473,678,2021-01-12,IGA,Expense,Household,Groceries,276.19,0,4187.44,D
1483,678,2021-01-12,Steam,Expense,Leisure & Lifestyle,"Apps, Games & Software",499.73,0,3687.71,D
1476,678,2021-01-13,Toys R Us,Expense,Personal,Children & Family,412.49,0,3275.22,D
1480,678,2021-01-17,Home Depot,Expense,Household,Maintenance & Improvements,417.72,0,2857.5,D
1474,678,2021-01-19,GoFundMe,Expense,Personal,Gifts & Donations,280.68,0,2576.82,D
1485,678,2021-01-20,Shell,Expense,Transport,Fuel,48.13,0,2528.69,D
1469,678,2021-01-21,Domino's Pizza,Expense,Leisure & Lifestyle,Restaurants & Cafes,339.72,0,2188.97,D
1479,678,2021-01-21,DoorDash,Expense,Leisure & Lifestyle,Takeaway,273.99,0,1914.98,D
1477,678,2021-01-23,Greencross Vets,Expense,Household,Pets,152.62,0,1762.36,D
1471,678,2021-01-27,Qantas,Expense,Leisure & Lifestyle,Holidays & Travel,53.76,0,1708.6,D
1488,678,2021-02-01,Salary,Income,Income,Wages,0,8000,9708.6,C
1489,678,2021-02-02,AGL,Expense,Household,Utilities,376.58,0,9332.02,D
1491,678,2021-02-03,Linkt,Expense,Transport,Tolls,336.62,0,8995.4,D
1505,678,2021-02-03,Baby Bunting,Expense,Personal,Children & Family,232.2,0,8763.2,D
1500,678,2021-02-04,Art Supply Store,Expense,Leisure & Lifestyle,Hobbies,416.71,0,8346.49,D
1504,678,2021-02-06,iiNet,Expense,Household,Internet,367.75,0,7978.74,D
1492,678,2021-02-07,IKEA,Expense,Household,Maintenance & Improvements,269.33,0,7709.41,D
1508,678,2021-02-09,Adobe Creative Cloud,Expense,Leisure & Lifestyle,"Apps, Games & Software",287.59,0,7421.82,D
1509,678,2021-02-09,Priceline Pharmacy,Expense,Personal,Health & Medical,106.44,0,7315.38,D
1497,678,2021-02-12,IGA,Expense,Household,Groceries,110.11,0,7205.27,D
1498,678,2021-02-13,Tobacco Store,Expense,Leisure & Lifestyle,Tobacco & Vaping,256.23,0,6949.04,D
1503,678,2021-02-13,Coles,Expense,Household,Groceries,409.76,0,6539.28,D
1506,678,2021-02-14,Accountant,Expense,Personal,Life Admin,19.96,0,6519.32,D
1493,678,2021-02-18,Amaysim,Expense,Personal,Mobile Phone,32.3,0,6487.02,D
1494,678,2021-02-18,Music Store,Expense,Leisure & Lifestyle,Hobbies,34.71,0,6452.31,D
1501,678,2021-02-18,Spotify,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",137.88,0,6314.43,D
1502,678,2021-02-21,Sydney Water,Expense,Household,Utilities,74.51,0,6239.92,D
1496,678,2021-02-23,Myki,Expense,Transport,Public Transport,359.97,0,5879.95,D
1495,678,2021-02-24,Toyota Finance,Expense,Transport,Car Repayments,459.17,0,5420.78,D
1490,678,2021-02-26,AGL,Expense,Household,Utilities,184.45,0,5236.33,D
1507,678,2021-02-26,QBE,Expense,Transport,"Car Insurance, Rego & Maintenance",102.85,0,5133.48,D
1499,678,2021-02-28,Venmo,Transfer,Transfer,Transfer,72.42,0,5061.06,D
1510,678,2021-02-28,Bike Shop,Expense,Transport,Cycling,145.4,0,4915.66,D
1511,678,2021-03-01,Salary,Income,Income,Wages,0,8000,12915.66,C
1530,678,2021-03-05,Domino's Pizza,Expense,Leisure & Lifestyle,Restaurants & Cafes,132.61,0,12783.05,D
1528,678,2021-03-06,Accountant,Expense,Personal,Life Admin,275.02,0,12508.03,D
1531,678,2021-03-06,QBE,Expense,Household,Rates & Insurance,474.01,0,12034.02,D
1534,678,2021-03-07,Origin Energy,Expense,Household,Utilities,137.75,0,11896.27,D
1524,678,2021-03-09,Priceline Pharmacy,Expense,Personal,Health & Medical,430.98,0,11465.29,D
1536,678,2021-03-10,Secure Parking,Expense,Transport,Parking,129.65,0,11335.64,D
1512,678,2021-03-11,Aldi,Expense,Household,Groceries,183.74,0,11151.9,D
1522,678,2021-03-11,Birthday Gift,Expense,Personal,Gifts & Donations,415.99,0,10735.91,D
1521,678,2021-03-13,AGL,Expense,Household,Utilities,456.13,0,10279.78,D
1533,678,2021-03-13,Cigarettes,Expense,Leisure & Lifestyle,Tobacco & Vaping,105.73,0,10174.05,D
1516,678,2021-03-16,TPG,Expense,Household,Internet,171.3,0,10002.75,D
1517,678,2021-03-17,Stock Purchase,Expense,Personal,Investments,964.97,0,9037.78,D
1520,678,2021-03-17,Netflix,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",344.99,0,8692.79,D
1535,678,2021-03-18,Baby Bunting,Expense,Personal,Children & Family,100.0,0,8592.79,D
1515,678,2021-03-21,Sports Bar,Expense,Leisure & Lifestyle,Pubs & Bars,179.36,0,8413.43,D
1525,678,2021-03-22,Opal Card,Expense,Transport,Public Transport,350.57,0,8062.86,D
1532,678,2021-03-23,First Choice Liquor,Expense,Leisure & Lifestyle,Alcohol,100.2,0,7962.66,D
1523,678,2021-03-24,Uber,Expense,Transport,Taxies & Share Cars,48.91,0,7913.75,D
1529,678,2021-03-24,Spotify,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",207.77,0,7705.98,D
1513,678,2021-03-25,Music Store,Expense,Leisure & Lifestyle,Hobbies,226.85,0,7479.13,D
1514,678,2021-03-26,Ticketmaster,Expense,Leisure & Lifestyle,Events & Gigs,53.09,0,7426.04,D
1518,678,2021-03-26,The Lott,Expense,Leisure & Lifestyle,Lottery & Gambling,386.52,0,7039.52,D
1526,678,2021-03-26,Adobe Creative Cloud,Expense,Leisure & Lifestyle,"Apps, Games & Software",480.81,0,6558.71,D
1527,678,2021-03-26,Bupa,Expense,Personal,Health & Medical,322.67,0,6236.04,D
1519,678,2021-03-27,Zara,Expense,Personal,Clothing & Accessories,343.16,0,5892.88,D
1537,678,2021-04-01,Salary,Income,Income,Wages,0,8000,13892.88,C
1547,678,2021-04-02,Adelaide Metro,Expense,Transport,Public Transport,42.23,0,13850.65,D
1540,678,2021-04-03,E-Toll,Expense,Transport,Tolls,243.87,0,13606.78,D
1556,678,2021-04-04,Landlord,Expense,Household,Rent & Mortgage,386.32,0,13220.46,D
1557,678,2021-04-05,Mortgage Lender,Expense,Household,Rent & Mortgage,306.83,0,12913.63,D
1541,678,2021-04-09,Flight Centre,Expense,Leisure & Lifestyle,Holidays & Travel,221.89,0,12691.74,D
1544,678,2021-04-09,Petbarn,Expense,Household,Pets,241.38,0,12450.36,D
1553,678,2021-04-10,Stock Purchase,Income,Income,Investments,816.53,0,11633.83,D
1551,678,2021-04-14,Myki,Expense,Transport,Public Transport,219.17,0,11414.66,D
1552,678,2021-04-14,Tobacco Store,Expense,Leisure & Lifestyle,Tobacco & Vaping,242.52,0,11172.14,D
1554,678,2021-04-15,Sydney Olympic Park,Expense,Transport,Parking,229.02,0,10943.12,D
1542,678,2021-04-16,Real Estate Agency,Expense,Household,Rent & Mortgage,15.98,0,10927.14,D
1539,678,2021-04-17,Bicycle Network,Expense,Transport,Cycling,313.88,0,10613.26,D
1550,678,2021-04-18,IKEA,Expense,Household,Maintenance & Improvements,257.92,0,10355.34,D
1546,678,2021-04-19,QBE,Expense,Transport,"Car Insurance, Rego & Maintenance",202.01,0,10153.33,D
1555,678,2021-04-20,Liquorland,Expense,Leisure & Lifestyle,Alcohol,360.79,0,9792.54,D
1538,678,2021-04-21,QBE,Expense,Household,Rates & Insurance,238.28,0,9554.26,D
1543,678,2021-04-21,McDonald's,Expense,Leisure & Lifestyle,Restaurants & Cafes,140.0,0,9414.26,D
1548,678,2021-04-23,Cigars,Expense,Leisure & Lifestyle,Tobacco & Vaping,311.8,0,9102.46,D
1545,678,2021-04-26,Adelaide Metro,Expense,Transport,Public Transport,491.82,0,8610.64,D
1549,678,2021-04-26,Toyota Finance,Expense,Transport,Car Repayments,36.46,0,8574.18,D
1558,678,2021-05-01,Salary,Income,Income,Wages,0,8000,16574.18,C
1561,678,2021-05-03,Adobe Creative Cloud,Expense,Leisure & Lifestyle,"Apps, Games & Software",230.64,0,16343.54,D
1568,678,2021-05-03,The Lott,Expense,Leisure & Lifestyle,Lottery & Gambling,53.78,0,16289.76,D
1573,678,2021-05-07,Uber,Expense,Transport,Taxies & Share Cars,417.49,0,15872.27,D
1562,678,2021-05-08,DoorDash,Expense,Leisure & Lifestyle,Takeaway,177.4,0,15694.87,D
1565,678,2021-05-08,BP,Expense,Transport,Fuel,72.39,0,15622.48,D
1564,678,2021-05-12,Steam,Expense,Leisure & Lifestyle,"Apps, Games & Software",200.82,0,15421.66,D
1567,678,2021-05-17,DiDi,Expense,Transport,Taxies & Share Cars,11.35,0,15410.31,D
1572,678,2021-05-19,Allianz,Expense,Transport,"Car Insurance, Rego & Maintenance",190.39,0,15219.92,D
1566,678,2021-05-20,Dan Murphy's,Expense,Leisure & Lifestyle,Alcohol,77.95,0,15141.97,D
1559,678,2021-05-21,Cocktail Bar,Expense,Leisure & Lifestyle,Pubs & Bars,468.09,0,14673.88,D
1571,678,2021-05-21,Car Dealership,Expense,Transport,Car Repayments,319.83,0,14354.05,D
1560,678,2021-05-26,Liquorland,Expense,Leisure & Lifestyle,Alcohol,462.76,0,13891.29,D
1569,678,2021-05-26,Lowe's,Expense,Household,Maintenance & Improvements,434.74,0,13456.55,D
1563,678,2021-05-27,Sports Equipment Store,Expense,Leisure & Lifestyle,Hobbies,387.13,0,13069.42,D
1570,678,2021-05-29,Tobacco Store,Expense,Leisure & Lifestyle,Tobacco & Vaping,349.39,0,12720.03,D
1574,678,2021-06-01,Salary,Income,Income,Wages,0,8000,20720.03,C
1583,678,2021-06-02,The Lott,Expense,Leisure & Lifestyle,Lottery & Gambling,282.75,0,20437.28,D
1595,678,2021-06-02,Gym Membership,Expense,Personal,Fitness & Wellbeing,194.13,0,20243.15,D
1578,678,2021-06-03,Tutoring Service,Expense,Personal,Education,102.33,0,20140.82,D
1582,678,2021-06-03,EnergyAustralia,Expense,Household,Utilities,219.68,0,19921.14,D
1588,678,2021-06-03,Hobby Store,Expense,Leisure & Lifestyle,Hobbies,213.54,0,19707.6,D
1577,678,2021-06-04,Stan,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",366.83,0,19340.77,D
1585,678,2021-06-04,Childcare Center,Expense,Personal,Children & Family,293.76,0,19047.01,D
1591,678,2021-06-05,Deliveroo,Expense,Leisure & Lifestyle,Takeaway,56.95,0,18990.06,D
1592,678,2021-06-08,PayPal,Transfer,Transfer,Transfer,406.77,0,18583.29,D
1593,678,2021-06-11,Subway,Expense,Leisure & Lifestyle,Restaurants & Cafes,59.62,0,18523.67,D
1575,678,2021-06-13,Hobby Store,Expense,Leisure & Lifestyle,Hobbies,60.15,0,18463.52,D
1580,678,2021-06-21,Stock Purchase,Income,Income,Investments,557.55,0,17905.97,D
1589,678,2021-06-22,Baby Bunting,Expense,Personal,Children & Family,256.41,0,17649.56,D
1576,678,2021-06-23,Stock Purchase,Expense,Personal,Investments,354.52,0,17295.04,D
1594,678,2021-06-23,Lowe's,Expense,Household,Maintenance & Improvements,433.84,0,16861.2,D
1584,678,2021-06-24,Mecca,Expense,Personal,Hair & Beauty,309.8,0,16551.4,D
1590,678,2021-06-26,Anytime Fitness,Expense,Personal,Fitness & Wellbeing,487.53,0,16063.87,D
1579,678,2021-06-27,GoFundMe,Expense,Personal,Gifts & Donations,281.7,0,15782.17,D
1586,678,2021-06-27,IKEA,Expense,Household,Maintenance & Improvements,477.43,0,15304.74,D
1581,678,2021-06-29,Landlord,Expense,Household,Rent & Mortgage,157.63,0,15147.11,D
1587,678,2021-06-29,E-Toll,Expense,Transport,Tolls,256.98,0,14890.13,D
1596,678,2021-07-01,Salary,Income,Income,Wages,0,8000,22890.13,C
1598,678,2021-07-02,Stock Purchase,Expense,Personal,Investments,526.58,0,22363.55,D
1626,678,2021-07-02,Greencross Vets,Expense,Household,Pets,211.85,0,22151.7,D
1617,678,2021-07-04,Mecca,Expense,Personal,Hair & Beauty,29.4,0,22122.3,D
1597,678,2021-07-05,PayPal,Transfer,Transfer,Transfer,297.93,0,21824.37,D
1622,678,2021-07-09,Suncorp,Expense,Transport,"Car Insurance, Rego & Maintenance",260.28,0,21564.09,D
1610,678,2021-07-10,Ticketek,Expense,Leisure & Lifestyle,Events & Gigs,336.24,0,21227.85,D
1611,678,2021-07-10,IGA,Expense,Household,Groceries,273.21,0,20954.64,D
1602,678,2021-07-11,RSPCA,Expense,Household,Pets,153.28,0,20801.36,D
1624,678,2021-07-11,Qantas,Expense,Leisure & Lifestyle,Holidays & Travel,100.25,0,20701.11,D
1609,678,2021-07-12,The Iconic,Expense,Personal,Clothing & Accessories,61.2,0,20639.91,D
1620,678,2021-07-12,Cigarettes,Expense,Leisure & Lifestyle,Tobacco & Vaping,462.82,0,20177.09,D
1600,678,2021-07-13,Myki,Expense,Transport,Public Transport,68.17,0,20108.92,D
1605,678,2021-07-13,Sports Bar,Expense,Leisure & Lifestyle,Pubs & Bars,29.6,0,20079.32,D
1612,678,2021-07-13,City of Melbourne,Expense,Transport,Parking,283.39,0,19795.93,D
1618,678,2021-07-14,Mortgage Lender,Expense,Household,Rent & Mortgage,45.13,0,19750.8,D
1599,678,2021-07-15,Baby Bunting,Expense,Personal,Children & Family,217.51,0,19533.29,D
1607,678,2021-07-15,Stock Purchase,Income,Income,Investments,582.56,0,18950.73,D
1613,678,2021-07-18,E-Toll,Expense,Transport,Tolls,423.95,0,18526.78,D
1615,678,2021-07-18,The Lott,Expense,Leisure & Lifestyle,Lottery & Gambling,122.52,0,18404.26,D
1625,678,2021-07-18,QBE,Expense,Transport,"Car Insurance, Rego & Maintenance",277.64,0,18126.62,D
1601,678,2021-07-20,Stock Purchase,Income,Income,Investments,172.78,0,17953.84,D
1603,678,2021-07-23,Optus,Expense,Personal,Mobile Phone,88.29,0,17865.55,D
1608,678,2021-07-24,Sports Equipment Store,Expense,Leisure & Lifestyle,Hobbies,458.68,0,17406.87,D
1621,678,2021-07-25,QBE,Expense,Transport,"Car Insurance, Rego & Maintenance",151.48,0,17255.39,D
1623,678,2021-07-25,Adelaide Metro,Expense,Transport,Public Transport,40.6,0,17214.79,D
1606,678,2021-07-26,Mortgage Lender,Expense,Household,Rent & Mortgage,452.85,0,16761.94,D
1616,678,2021-07-26,Flight Centre,Expense,Leisure & Lifestyle,Holidays & Travel,237.15,0,16524.79,D
1619,678,2021-07-27,Printing Service,Expense,Personal,Life Admin,261.05,0,16263.74,D
1604,678,2021-07-28,Adelaide Metro,Expense,Transport,Public Transport,138.97,0,16124.77,D
1614,678,2021-07-29,Printing Service,Expense,Personal,Life Admin,43.13,0,16081.64,D
1627,678,2021-08-01,Salary,Income,Income,Wages,0,8000,24081.64,C
1628,678,2021-08-02,Accountant,Expense,Personal,Life Admin,26.24,0,24055.4,D
1630,678,2021-08-06,Rooftop Bar,Expense,Leisure & Lifestyle,Pubs & Bars,66.94,0,23988.46,D
1631,678,2021-08-06,E-Toll,Expense,Transport,Tolls,248.82,0,23739.64,D
1649,678,2021-08-06,Telstra,Expense,Household,Internet,292.98,0,23446.66,D
1646,678,2021-08-07,QBE,Expense,Household,Rates & Insurance,89.82,0,23356.84,D
1636,678,2021-08-08,Wilson Parking,Expense,Transport,Parking,373.81,0,22983.03,D
1642,678,2021-08-08,Toyota Finance,Expense,Transport,Car Repayments,378.71,0,22604.32,D
1651,678,2021-08-08,DiDi,Expense,Transport,Taxies & Share Cars,213.76,0,22390.56,D
1635,678,2021-08-09,Sportsbet,Expense,Leisure & Lifestyle,Lottery & Gambling,240.46,0,22150.1,D
1634,678,2021-08-10,Baby Bunting,Expense,Personal,Children & Family,372.26,0,21777.84,D
1643,678,2021-08-12,Vodafone,Expense,Personal,Mobile Phone,395.55,0,21382.29,D
1650,678,2021-08-13,First Choice Liquor,Expense,Leisure & Lifestyle,Alcohol,291.27,0,21091.02,D
1632,678,2021-08-14,Music Store,Expense,Leisure & Lifestyle,Hobbies,77.25,0,21013.77,D
1641,678,2021-08-14,Hair Salon,Expense,Personal,Hair & Beauty,168.23,0,20845.54,D
1647,678,2021-08-14,Secure Parking,Expense,Transport,Parking,323.09,0,20522.45,D
1639,678,2021-08-17,Home Depot,Expense,Household,Maintenance & Improvements,244.12,0,20278.33,D
1637,678,2021-08-18,Art Supply Store,Expense,Leisure & Lifestyle,Hobbies,284.51,0,19993.82,D
1638,678,2021-08-18,PayPal,Transfer,Transfer,Transfer,146.7,0,19847.12,D
1633,678,2021-08-20,City of Melbourne,Expense,Transport,Parking,109.65,0,19737.47,D
1644,678,2021-08-22,Charity Organization,Expense,Personal,Gifts & Donations,387.36,0,19350.11,D
1652,678,2021-08-24,Origin Energy,Expense,Household,Utilities,290.38,0,19059.73,D
1640,678,2021-08-25,Tobacco Store,Expense,Leisure & Lifestyle,Tobacco & Vaping,168.91,0,18890.82,D
1648,678,2021-08-25,Flight Centre,Expense,Leisure & Lifestyle,Holidays & Travel,182.83,0,18707.99,D
1645,678,2021-08-27,BP,Expense,Transport,Fuel,43.12,0,18664.87,D
1629,678,2021-08-28,Stock Purchase,Income,Income,Investments,993.52,0,17671.35,D
1653,678,2021-09-01,Salary,Income,Income,Wages,0,8000,25671.35,C
1661,678,2021-09-02,RSPCA,Expense,Household,Pets,200.64,0,25470.71,D
1667,678,2021-09-03,Spotify,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",427.63,0,25043.08,D
1660,678,2021-09-08,Bupa,Expense,Personal,Health & Medical,50.42,0,24992.66,D
1655,678,2021-09-11,Shell,Expense,Transport,Fuel,265.05,0,24727.61,D
1665,678,2021-09-11,Hair Salon,Expense,Personal,Hair & Beauty,343.73,0,24383.88,D
1658,678,2021-09-14,RACV,Expense,Transport,"Car Insurance, Rego & Maintenance",358.46,0,24025.42,D
1654,678,2021-09-16,Tatts,Expense,Leisure & Lifestyle,Lottery & Gambling,119.5,0,23905.92,D
1656,678,2021-09-17,Optus,Expense,Household,Internet,172.24,0,23733.68,D
1659,678,2021-09-17,Bank Transfer,Transfer,Transfer,Transfer,376.98,0,23356.7,D
1666,678,2021-09-18,Stan,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",467.46,0,22889.24,D
1662,678,2021-09-20,Tutoring Service,Expense,Personal,Education,385.13,0,22504.11,D
1664,678,2021-09-25,Car Loan Provider,Expense,Transport,Car Repayments,354.12,0,22149.99,D
1663,678,2021-09-28,Tobacco Store,Expense,Leisure & Lifestyle,Tobacco & Vaping,130.87,0,22019.12,D
1657,678,2021-09-29,Real Estate Agency,Expense,Household,Rent & Mortgage,384.31,0,21634.81,D
1668,678,2021-10-01,Salary,Income,Income,Wages,0,8000,29634.81,C
1676,678,2021-10-02,Coles,Expense,Household,Groceries,481.41,0,29153.4,D
1685,678,2021-10-02,Music Store,Expense,Leisure & Lifestyle,Hobbies,280.17,0,28873.23,D
1671,678,2021-10-03,University,Expense,Personal,Education,454.19,0,28419.04,D
1678,678,2021-10-04,Sydney Olympic Park,Expense,Transport,Parking,241.54,0,28177.5,D
1673,678,2021-10-08,Subway,Expense,Leisure & Lifestyle,Restaurants & Cafes,198.74,0,27978.76,D
1687,678,2021-10-10,Priceline Pharmacy,Expense,Personal,Health & Medical,89.06,0,27889.7,D
1683,678,2021-10-12,Liquorland,Expense,Leisure & Lifestyle,Alcohol,366.98,0,27522.72,D
1677,678,2021-10-14,Aldi,Expense,Household,Groceries,475.96,0,27046.76,D
1681,678,2021-10-14,BP,Expense,Transport,Fuel,342.12,0,26704.64,D
1688,678,2021-10-14,RACV,Expense,Transport,"Car Insurance, Rego & Maintenance",149.93,0,26554.71,D
1682,678,2021-10-15,YouTube Premium,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",159.79,0,26394.92,D
